,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
7021,200619016,2020-12-08,615,6,Hollywood,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,48,F,CURSON,34.098,-118.355
7022,200810606,2020-06-12,1800,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),35,M,600    VETERAN                      AV,34.0668,-118.4547
7023,201214576,2020-06-13,705,12,77th Street,626,INTIMATE PARTNER - SIMPLE ASSAULT,28,F,2000 W  FLORENCE                     AV,33.9746,-118.3134
7024,202016097,2020-10-19,1650,20,Olympic,623,BATTERY POLICE (SIMPLE),0,X,1100 S  VERMONT                      AV,34.0499,-118.2879
7025,200320141,2020-11-09,1430,3,Southwest,330,BURGLARY FROM VEHICLE,19,X,4600    OBAMA                        BL,34.0213,-118.3467
7026,201305530,2020-01-28,1315,13,Newton,220,ATTEMPTED ROBBERY,27,M,GRAND,34.0155,-118.2772
7027,200710136,2020-06-05,2045,7,Wilshire,624,BATTERY - SIMPLE ASSAULT,32,F,3RD,34.0716,-118.3614
7028,201214306,2020-06-08,1230,12,77th Street,888,TRESPASSING,27,M,2200 W  SLAUSON                      AV,33.9891,-118.3176
7029,202018655,2020-12-20,30,20,Olympic,510,VEHICLE - STOLEN,0,nan,900    MAGNOLIA                     AV,34.0529,-118.2866
7030,201713195,2020-09-12,1754,17,Devonshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",35,M,PARTHENIA,34.2283,-118.5361
7031,200812618,2020-07-21,1740,8,West LA,310,BURGLARY,49,M,1600    COTNER                       AV,34.0473,-118.4462
7032,201818649,2020-10-10,1830,18,Southeast,510,VEHICLE - STOLEN,0,nan,111TH                        PL,33.9339,-118.2826
7033,201317391,2020-09-22,600,13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),67,F,100 E  61ST                         ST,33.9842,-118.2739
7034,201216730,2020-07-17,2300,12,77th Street,220,ATTEMPTED ROBBERY,28,F,8100 S  HOOVER                       ST,33.9655,-118.2871
7035,201715132,2020-11-08,1415,17,Devonshire,946,OTHER MISCELLANEOUS CRIME,35,M,20100    GRESHAM                      ST,34.2308,-118.5722
7036,201226964,2020-12-22,910,12,77th Street,310,BURGLARY,0,X,3300 W  FLORENCE                     AV,33.9745,-118.3302
7037,201913229,2020-08-13,600,19,Mission,510,VEHICLE - STOLEN,0,nan,8900    WILLIS                       AV,34.2318,-118.4553
7038,201918326,2020-12-22,538,19,Mission,510,VEHICLE - STOLEN,0,nan,13100    TONOPAH                      ST,34.2267,-118.4201
7039,200207407,2020-02-21,1700,2,Rampart,664,"BUNCO, PETTY THEFT",36,F,2300 W  10TH                         ST,34.0529,-118.2819
7040,200805132,2020-01-26,1700,8,West LA,510,VEHICLE - STOLEN,0,nan,OLIN,34.0351,-118.383
7041,200608308,2020-03-19,1700,6,Hollywood,330,BURGLARY FROM VEHICLE,55,M,1300 N  SIERRA BONITA                AV,34.0981,-118.3577
7042,201010638,2020-07-01,1000,10,West Valley,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,7200    CANBY                        AV,34.2012,-118.5348
7043,200318730,2020-10-11,1530,3,Southwest,624,BATTERY - SIMPLE ASSAULT,14,M,4100    SOMERSET                     DR,34.0112,-118.3415
7044,201311087,2020-05-18,1700,13,Newton,330,BURGLARY FROM VEHICLE,47,M,5900 S  MAIN                         ST,33.9873,-118.2739
7045,201822198,2020-12-15,1300,18,Southeast,510,VEHICLE - STOLEN,0,nan,2300 E  103RD                        ST,33.9431,-118.2301
7046,200507233,2020-03-16,1200,5,Harbor,510,VEHICLE - STOLEN,0,nan,LOMITA                       BL,33.7988,-118.2743
7047,211709670,2020-07-04,1000,17,Devonshire,649,DOCUMENT FORGERY / STOLEN FELONY,20,M,9400    CORBIN                       AV,34.241,-118.5623
7048,200907101,2020-02-14,1200,9,Van Nuys,354,THEFT OF IDENTITY,54,M,5600    VAN NUYS                     BL,34.1747,-118.4442
7049,201104004,2020-01-01,40,11,Northeast,624,BATTERY - SIMPLE ASSAULT,36,M,6000    LA PRADA                     ST,34.1247,-118.1896
7050,201313510,2020-07-07,800,13,Newton,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),33,M,21ST                         ST,34.0241,-118.232
7051,200200762,2020-07-08,1200,2,Rampart,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",46,M,2500    BEVERLY                      BL,34.0708,-118.2798
7052,200811437,2020-07-04,745,8,West LA,310,BURGLARY,53,M,1000 S  BUNDY                        DR,34.0465,-118.4683
7053,202010872,2020-06-12,1800,20,Olympic,510,VEHICLE - STOLEN,0,nan,200 S  NORTON                       AV,34.0711,-118.3171
7054,201015881,2020-12-07,1500,10,West Valley,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),35,F,18900    SHERMAN                      WY,34.201,-118.5455
7055,200308872,2020-03-14,700,3,Southwest,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",62,F,4500    8TH                          AV,34.0028,-118.3258
7056,201513186,2020-07-27,1535,15,N Hollywood,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,6600 N  LANKERSHIM                   BL,34.1962,-118.3911
7057,200122062,2020-12-06,1830,1,Central,624,BATTERY - SIMPLE ASSAULT,28,M,700 E  3RD                          ST,34.0455,-118.2379
7058,201507211,2020-03-05,1030,15,N Hollywood,330,BURGLARY FROM VEHICLE,35,M,6400    VINELAND                     AV,34.1849,-118.3746
7059,200412966,2020-09-20,740,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,3000 E  WASHINGTON                   BL,34.0167,-118.215
7060,200612902,2020-07-21,530,6,Hollywood,888,TRESPASSING,55,M,1000    WILCOX                       AV,34.0889,-118.331
7061,200113032,2020-06-07,1235,1,Central,901,VIOLATION OF RESTRAINING ORDER,78,F,3RD,34.0496,-118.2458
7062,201219178,2020-08-23,1125,12,77th Street,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,F,6100 S  VICTORIA                     AV,33.9837,-118.3323
7063,200413596,2020-10-02,1200,4,Hollenbeck,310,BURGLARY,65,M,1200 N  SOTO                         ST,34.0567,-118.2016
7064,201207004,2020-02-12,1500,12,77th Street,900,VIOLATION OF COURT ORDER,33,M,7600 S  BROADWAY,33.9703,-118.2783
7065,200416395,2020-12-29,1955,4,Hollenbeck,901,VIOLATION OF RESTRAINING ORDER,66,M,1200 N  SOTO                         ST,34.0567,-118.2016
7066,201214285,2020-06-08,1450,12,77th Street,210,ROBBERY,0,X,1600 W  60TH                         PL,33.9851,-118.3046
7067,202010021,2020-05-21,1420,20,Olympic,761,BRANDISH WEAPON,61,M,3300    SAN MARINO                   ST,34.0545,-118.3085
7068,200612472,2020-03-05,1300,6,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),59,M,5400    SANTA MONICA                 BL,34.0929,-118.3048
7069,202015465,2020-10-02,1800,20,Olympic,510,VEHICLE - STOLEN,0,nan,WESTMORELAND                 AV,34.0524,-118.2891
7070,210504700,2020-08-26,1049,5,Harbor,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,2000    JOHN S GIBSON                BL,33.7566,-118.2896
7071,201613474,2020-10-03,2000,16,Foothill,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56,F,8700    NORRIS                       AV,34.2271,-118.3698
7072,200815417,2020-10-19,1245,8,West LA,624,BATTERY - SIMPLE ASSAULT,31,F,TENNESSEE                    AV,34.038,-118.4436
7073,200816130,2020-10-15,1700,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),18,F,17300 W  SUNSET                       BL,34.0422,-118.554
7074,200214979,2020-09-13,1930,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",62,M,300    LOMA                         DR,34.0595,-118.266
7075,201011837,2020-08-03,1102,10,West Valley,440,THEFT PLAIN - PETTY ($950 & UNDER),30,F,5900    RESEDA                       BL,34.1769,-118.5384
7076,200209532,2020-04-27,2000,2,Rampart,330,BURGLARY FROM VEHICLE,54,M,2300 W  11TH                         ST,34.0529,-118.2819
7077,200610367,2020-05-17,2320,6,Hollywood,210,ROBBERY,25,M,LA MIRADA,34.0935,-118.331
7078,201412743,2020-06-20,1100,14,Pacific,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,11400    WOODBINE                     ST,34.0183,-118.4289
7079,201307116,2020-02-22,745,13,Newton,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",28,M,300 E  55TH                         ST,33.9925,-118.2701
7080,200515288,2020-10-14,1630,5,Harbor,310,BURGLARY,0,X,400 N  MARINE                       AV,33.7741,-118.2633
7081,200512396,2020-07-29,620,5,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),34,F,1200    RONAN                        AV,33.7865,-118.2726
7082,201321228,2020-12-14,2050,13,Newton,210,ROBBERY,29,F,GRAND                        AV,33.986,-118.28
7083,200312319,2020-06-05,1015,3,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,3400    6TH                          AV,34.0256,-118.3236
7084,202107429,2020-03-17,805,21,Topanga,510,VEHICLE - STOLEN,0,nan,21500    VICTORY                      BL,34.1882,-118.5988
7085,200917087,2020-10-28,1700,9,Van Nuys,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,6500    WOODMAN                      AV,34.1903,-118.4399
7086,200208855,2020-04-11,1340,2,Rampart,624,BATTERY - SIMPLE ASSAULT,60,F,1300 S  TOBERMAN                     ST,34.0439,-118.2761
7087,202108421,2020-04-19,900,21,Topanga,354,THEFT OF IDENTITY,53,M,6900    TOPANGA CANYON               BL,34.1923,-118.6104
7088,201515003,2020-09-07,1900,15,N Hollywood,330,BURGLARY FROM VEHICLE,36,M,500    UNIVERSAL HOLLYWOOD          DR,34.1387,-118.3578
7089,201513051,2020-07-24,1045,15,N Hollywood,888,TRESPASSING,0,M,7000    LAUREL CANYON                BL,0.0,0.0
7090,201610020,2020-06-15,300,16,Foothill,510,VEHICLE - STOLEN,0,nan,7900    BELLINGHAM                   AV,34.214,-118.3988
7091,210605166,2020-08-17,1,6,Hollywood,354,THEFT OF IDENTITY,57,M,7500    HOLLYWOOD                    BL,34.1016,-118.3531
7092,200508789,2020-04-28,855,5,Harbor,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,19500    NORMANDIE                    AV,33.8481,-118.3041
7093,202116002,2020-11-14,2250,21,Topanga,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,F,19800    MARTHA                       ST,34.1735,-118.5657
7094,200714162,2020-09-23,650,7,Wilshire,624,BATTERY - SIMPLE ASSAULT,27,F,5300    WILSHIRE                     BL,34.0622,-118.344
7095,200805662,2020-02-07,254,8,West LA,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,10700    WEYBURN                      AV,34.0635,-118.439
7096,201822645,2020-12-26,10,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",41,F,117TH                        ST,33.9274,-118.2783
7097,202106441,2020-02-23,1300,21,Topanga,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),53,F,6600    TOPANGA CANYON               BL,34.1905,-118.6059
7098,200912889,2020-07-28,2020,9,Van Nuys,510,VEHICLE - STOLEN,0,nan,VICTORY                      BL,34.1867,-118.4487
7099,201205765,2020-01-23,1445,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),59,F,4100 W  59TH                         ST,33.9871,-118.3475
7100,210704719,2020-12-24,1,7,Wilshire,354,THEFT OF IDENTITY,67,M,400 N  LAS PALMAS                   AV,34.0783,-118.3357
7101,200411059,2020-07-22,2210,4,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,OLYMPIC,34.0188,-118.2066
7102,200512068,2020-07-20,1000,5,Harbor,510,VEHICLE - STOLEN,0,nan,20100    HAMILTON                     AV,33.8524,-118.2924
7103,200309103,2020-03-25,1730,3,Southwest,624,BATTERY - SIMPLE ASSAULT,45,M,4000    MARTIN LUTHER KING JR        BL,34.0151,-118.3422
7104,201408113,2020-03-07,700,14,Pacific,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),12,F,400    CARROLL CANAL,33.9851,-118.4671
7105,201013472,2020-09-27,225,10,West Valley,626,INTIMATE PARTNER - SIMPLE ASSAULT,49,F,17300    HATTERAS                     ST,34.1762,-118.5098
7106,200111093,2020-04-28,1315,1,Central,480,BIKE - STOLEN,26,M,700 S  SPRING                       ST,34.0445,-118.2523
7107,200807463,2020-02-04,1900,8,West LA,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,1100 S  OAKHURST                     DR,34.0571,-118.3907
7108,200617562,2020-10-31,2300,6,Hollywood,354,THEFT OF IDENTITY,46,M,5900    WILLOUGHBY                   AV,34.0889,-118.3277
7109,201319459,2020-11-03,1745,13,Newton,624,BATTERY - SIMPLE ASSAULT,29,M,400 E  WASHINGTON                   BL,34.0289,-118.2602
7110,200517072,2020-11-24,1351,5,Harbor,440,THEFT PLAIN - PETTY ($950 & UNDER),34,M,1600    235TH                        ST,33.8127,-118.3081
7111,201113086,2020-08-30,1,11,Northeast,624,BATTERY - SIMPLE ASSAULT,43,M,100 N  AVENUE 57,34.1096,-118.1928
7112,200618068,2020-11-16,340,6,Hollywood,210,ROBBERY,19,M,GOWER,34.103,-118.3225
7113,201012108,2020-08-10,1330,10,West Valley,946,OTHER MISCELLANEOUS CRIME,36,F,7700    PASO ROBLES                  AV,34.2109,-118.5023
7114,200120511,2020-11-02,850,1,Central,330,BURGLARY FROM VEHICLE,24,M,500 S  SPRING                       ST,34.0467,-118.252
7115,200117138,2020-08-30,400,1,Central,210,ROBBERY,42,F,500 S  MAIN                         ST,34.0465,-118.2488
7116,202011273,2020-06-22,20,20,Olympic,510,VEHICLE - STOLEN,0,nan,100 S  HOOVER                       ST,34.0728,-118.2878
7117,200613365,2020-07-30,1800,6,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44,F,1800    WINONA                       BL,34.1038,-118.302
7118,201905369,2020-01-30,1830,19,Mission,510,VEHICLE - STOLEN,0,nan,8200 N  SEPULVEDA                    BL,34.2198,-118.4671
7119,201317465,2020-09-23,2100,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,F,200 E  62ND                         ST,33.9833,-118.2718
7120,202015520,2020-10-03,2300,20,Olympic,510,VEHICLE - STOLEN,0,nan,KENMORE                      AV,34.0672,-118.2966
7121,201001035,2020-12-09,1230,10,West Valley,210,ROBBERY,74,F,6700    HAYVENHURST                  AV,34.1939,-118.4967
7122,200116454,2020-08-15,1430,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,29,M,1400 S  FIGUEROA                     ST,0.0,0.0
7123,200906774,2020-03-01,1720,9,Van Nuys,440,THEFT PLAIN - PETTY ($950 & UNDER),45,F,14500    VICTORY                      BL,34.1867,-118.4487
7124,201312829,2020-06-22,2200,13,Newton,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,26,M,4200    WOODLAWN                     AV,34.0066,-118.2728
7125,210506456,2020-12-01,1500,5,Harbor,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12,F,1200 N  WILMINGTON                   BL,33.7897,-118.2787
7126,200406972,2020-02-29,1200,4,Hollenbeck,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,11,M,2200    WHITTIER                     BL,34.0355,-118.2183
7127,201305629,2020-01-28,2000,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,1100 E  20TH                         ST,34.025,-118.2542
7128,202013966,2020-08-28,1300,20,Olympic,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,M,3400 W  3RD                          ST,34.0728,-118.2878
7129,202007395,2020-03-11,1900,20,Olympic,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),35,M,WILSHIRE,34.0608,-118.2878
7130,210704068,2020-12-31,630,7,Wilshire,310,BURGLARY,22,F,1600    6TH                          AV,34.0418,-118.3237
7131,201914953,2020-09-16,300,19,Mission,510,VEHICLE - STOLEN,0,nan,7800    NELSON                       RD,34.213,-118.4426
7132,200515400,2020-10-17,545,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),63,M,1300 W  8TH                          ST,33.737,-118.3062
7133,200908819,2020-04-23,945,9,Van Nuys,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,VAN NUYS                     BL,34.1877,-118.4487
7134,201304827,2020-01-15,100,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,33,F,700 E  SLAUSON                      AV,33.9893,-118.2628
7135,201608506,2020-04-16,1700,16,Foothill,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",50,M,10600    PLAINVIEW                    AV,34.2614,-118.2979
7136,201504771,2020-01-14,1000,15,N Hollywood,310,BURGLARY,84,F,12700    SARAH                        ST,34.154,-118.4094
7137,200405800,2020-02-16,1300,4,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,53,F,400 S  SAINT LOUIS                  ST,34.0423,-118.2155
7138,201009499,2020-05-28,1250,10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,19,M,16800    ROSCOE                       BL,34.221,-118.4989
7139,200906173,2020-02-09,1100,9,Van Nuys,354,THEFT OF IDENTITY,18,F,5100    KESTER                       AV,34.163,-118.4574
7140,201609205,2020-05-18,2130,16,Foothill,510,VEHICLE - STOLEN,0,nan,8200    FOOTHILL                     BL,34.2597,-118.3114
7141,201112991,2020-08-08,2105,11,Northeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),22,M,6100    PIEDMONT                     AV,34.1131,-118.1894
7142,200300582,2020-03-04,1320,3,Southwest,310,BURGLARY,64,F,5600    BOWESFIELD                   ST,34.023,-118.3669
7143,201107138,2020-02-28,830,11,Northeast,946,OTHER MISCELLANEOUS CRIME,0,M,1800    ACADEMY                      DR,34.0807,-118.2425
7144,200710120,2020-05-30,2000,7,Wilshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",32,M,MELROSE                      AV,34.0838,-118.3659
7145,200104231,2020-01-03,2220,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",58,M,5TH,34.0435,-118.2427
7146,201415134,2020-08-08,415,14,Pacific,220,ATTEMPTED ROBBERY,0,X,7300    LA TIJERA                    BL,33.9656,-118.385
7147,200715581,2020-11-02,1430,7,Wilshire,354,THEFT OF IDENTITY,48,F,100 S  FAIRFAX                      AV,34.0728,-118.3656
7148,201011143,2020-07-19,1140,10,West Valley,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",61,M,16400 W  VENTURA                      BL,34.1573,-118.4901
7149,200617885,2020-11-11,1700,6,Hollywood,510,VEHICLE - STOLEN,0,nan,5100 W  HOLLYWOOD                    BL,34.1036,-118.3049
7150,201304716,2020-01-14,945,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",59,M,1600 E  33RD                         ST,34.0112,-118.2459
7151,201709235,2020-05-14,1600,17,Devonshire,310,BURGLARY,0,X,9000    FULLBRIGHT                   AV,34.2337,-118.5776
7152,202006916,2020-03-01,2200,20,Olympic,310,BURGLARY,0,X,100 S  VERMONT                      AV,34.0728,-118.2917
7153,202004753,2020-01-17,1555,20,Olympic,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,3500    WILSHIRE                     BL,34.0618,-118.3004
7154,201706015,2020-02-15,1100,17,Devonshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,8800    CORBIN                       AV,34.2304,-118.5623
7155,200906324,2020-02-21,1000,9,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,50,F,7100    SEPULVEDA                    BL,34.1938,-118.4702
7156,200509414,2020-05-13,715,5,Harbor,624,BATTERY - SIMPLE ASSAULT,63,M,1700 S  ALMA                         ST,33.7279,-118.299
7157,202018917,2020-11-08,1136,20,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,200 S  VERMONT                      AV,34.0709,-118.2941
7158,200806440,2020-02-23,1200,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),64,M,SANTA MONICA                 BL,34.0477,-118.4443
7159,200918724,2020-12-20,115,9,Van Nuys,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",52,M,12900    MAGNOLIA                     BL,34.1649,-118.414
7160,200711427,2020-07-06,1900,7,Wilshire,510,VEHICLE - STOLEN,0,nan,400 S  DETROIT                      ST,34.0649,-118.3451
7161,201817176,2020-09-12,1400,18,Southeast,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",45,F,10800    LOU DILLON                   AV,33.9375,-118.2349
7162,200213787,2020-08-15,2245,2,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,100 N  OCCIDENTAL                   BL,34.0721,-118.2818
7163,200812330,2020-07-24,1900,8,West LA,510,VEHICLE - STOLEN,0,nan,8900    OLIN                         ST,34.036,-118.3865
7164,201518788,2020-12-18,1025,15,N Hollywood,210,ROBBERY,24,F,5300    LANKERSHIM                   BL,34.172,-118.3789
7165,201807142,2020-01-11,2000,18,Southeast,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,8600 S  BROADWAY,33.9601,-118.2782
7166,200111540,2020-05-10,845,1,Central,624,BATTERY - SIMPLE ASSAULT,40,F,6TH                          ST,34.0412,-118.2436
7167,201320677,2020-11-30,1830,13,Newton,440,THEFT PLAIN - PETTY ($950 & UNDER),55,M,TRINITY                      ST,34.0242,-118.2623
7168,202114684,2020-10-08,920,21,Topanga,662,"BUNCO, GRAND THEFT",68,M,23300    ERWIN                        ST,34.183,-118.6344
7169,200209537,2020-04-27,1215,2,Rampart,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,X,1600 W  OLYMPIC                      BL,34.0492,-118.2742
7170,201410007,2020-04-24,715,14,Pacific,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,3RD                          AV,33.9955,-118.4745
7171,201711475,2020-07-20,1530,17,Devonshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,19400    NORDHOFF                     ST,34.2355,-118.558
7172,201819033,2020-10-15,220,18,Southeast,435,LYNCHING,0,X,FIGUEROA                     ST,33.9347,-118.2761
7173,201217328,2020-07-28,1450,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",55,F,1300 W  69TH                         ST,33.977,-118.3003
7174,200704770,2020-01-16,540,7,Wilshire,900,VIOLATION OF COURT ORDER,32,F,8500    BURTON WAY,34.0711,-118.3764
7175,201608349,2020-04-21,1700,16,Foothill,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,M,7400    FOOTHILL                     BL,34.253,-118.2907
7176,200218935,2020-12-22,900,2,Rampart,354,THEFT OF IDENTITY,53,M,2400    BELLEVUE                     AV,34.0746,-118.2707
7177,201907647,2020-03-14,1800,19,Mission,510,VEHICLE - STOLEN,0,nan,8100    LANGDON                      AV,34.218,-118.4688
7178,200817911,2020-12-24,1815,8,West LA,624,BATTERY - SIMPLE ASSAULT,59,M,2700    VETERAN                      AV,34.0322,-118.4258
7179,201906126,2020-02-13,255,19,Mission,890,FAILURE TO YIELD,0,M,ROSCOE,34.2217,-118.4252
7180,200514455,2020-09-22,1100,5,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),60,M,13TH                         ST,33.7324,-118.2924
7181,200606265,2020-02-13,1800,6,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),44,F,700    EL CENTRO                    AV,34.0835,-118.3244
7182,200314964,2020-07-30,2230,3,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),66,F,4500    AUGUST                       ST,34.016,-118.3473
7183,202111710,2020-07-17,1100,21,Topanga,210,ROBBERY,49,M,OSO,34.1938,-118.5753
7184,200807387,2020-03-14,2000,8,West LA,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),41,F,1400 S  BENTLEY                      AV,34.0519,-118.4466
7185,201715613,2020-11-20,2330,17,Devonshire,761,BRANDISH WEAPON,23,M,PRAIRIE                      ST,34.2391,-118.604
7186,201606872,2020-03-08,2000,16,Foothill,623,BATTERY POLICE (SIMPLE),0,M,10600    TELFAIR                      AV,34.2626,-118.4245
7187,201215391,2020-06-22,2100,12,77th Street,510,VEHICLE - STOLEN,0,nan,FIGUEROA,33.9632,-118.2827
7188,201914601,2020-09-16,1630,19,Mission,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,M,13400    OTTOMAN                      ST,34.2317,-118.4243
7189,202010845,2020-06-12,2130,20,Olympic,761,BRANDISH WEAPON,0,M,ARAPAHOE                     ST,34.0524,-118.2854
7190,210914777,2020-09-30,1,9,Van Nuys,354,THEFT OF IDENTITY,74,F,4500    COLDWATER CANYON             AV,34.1536,-118.4181
7191,210216655,2020-10-09,100,2,Rampart,121,"RAPE, FORCIBLE",20,F,400 S  WESTLAKE                     AV,34.059,-118.2737
7192,201716278,2020-12-13,136,17,Devonshire,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,M,10000    INDEPENDENCE                 AV,34.2521,-118.5908
7193,202113567,2020-08-15,2000,21,Topanga,510,VEHICLE - STOLEN,0,nan,6400    DE SOTO                      AV,34.1866,-118.5884
7194,201811171,2020-05-15,918,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",32,M,104TH                        ST,33.9419,-118.2762
7195,200411512,2020-08-06,1000,4,Hollenbeck,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,8,M,400 S  AVENUE 20,34.0687,-118.2182
7196,201714191,2020-10-11,410,17,Devonshire,330,BURGLARY FROM VEHICLE,26,M,10700    COZYCROFT                    AV,34.2648,-118.5815
7197,202115639,2020-09-09,1200,21,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),77,M,21700 W  VENTURA                      BL,34.1683,-118.6007
7198,201416928,2020-08-28,1400,14,Pacific,330,BURGLARY FROM VEHICLE,51,F,PACIFIC                      AV,33.9947,-118.4778
7199,200412558,2020-09-04,1430,4,Hollenbeck,330,BURGLARY FROM VEHICLE,0,M,3500    VALLEY                       BL,34.07,-118.1998
7200,201614209,2020-10-24,1900,16,Foothill,510,VEHICLE - STOLEN,0,nan,13100    PAXTON                       ST,34.2793,-118.4185
7201,200111320,2020-05-04,1420,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,500 S  SPRING                       ST,34.0467,-118.252
7202,200404303,2020-01-08,2000,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,600    CORNWELL                     ST,34.0515,-118.2072
7203,201000572,2020-02-26,1400,10,West Valley,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,M,16100    COHASSET                     ST,34.2066,-118.4837
