,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
4050,200413335,2020-09-30,2130,4,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,1800    MARENGO                      ST,34.0583,-118.2113
4051,201011831,2020-08-01,2000,10,West Valley,624,BATTERY - SIMPLE ASSAULT,59,M,6300    RESEDA                       BL,34.1847,-118.5441
4052,201711672,2020-07-28,1415,17,Devonshire,900,VIOLATION OF COURT ORDER,69,M,11000    ALDEA                        AV,34.2709,-118.5088
4053,201711310,2020-06-20,800,17,Devonshire,662,"BUNCO, GRAND THEFT",82,F,18100    ANDREA CIR,34.2542,-118.5283
4054,201705529,2020-01-24,1200,17,Devonshire,354,THEFT OF IDENTITY,25,F,18600    HILLSBORO                    RD,34.2604,-118.5408
4055,200806550,2020-02-26,1030,8,West LA,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,11700    SAN VICENTE                  BL,34.0579,-118.4683
4056,200215862,2020-09-27,2200,2,Rampart,210,ROBBERY,75,M,7TH                          ST,34.0577,-118.2799
4057,200909229,2020-05-01,1600,9,Van Nuys,310,BURGLARY,0,X,14400    TIARA                        ST,34.1785,-118.4465
4058,201011142,2020-07-19,1140,10,West Valley,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,16400 W  VENTURA                      BL,34.1573,-118.4901
4059,200808010,2020-04-01,1905,8,West LA,354,THEFT OF IDENTITY,65,M,300 N  KENTER                       AV,34.0636,-118.4819
4060,200704339,2020-01-08,1,7,Wilshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,40,M,1100    NORTON                       AV,34.0516,-118.3219
4061,201408103,2020-03-03,2300,14,Pacific,330,BURGLARY FROM VEHICLE,26,M,3600    WATSEKA                      AV,34.0288,-118.3996
4062,200404890,2020-01-23,1200,4,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,18,F,5100    HUNTINGTON                   DR,34.0894,-118.1705
4063,200208416,2020-03-30,1700,2,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,900 S  ALVARADO                     ST,34.0534,-118.2788
4064,200806609,2020-02-22,1645,8,West LA,330,BURGLARY FROM VEHICLE,31,M,SAWTELLE                     BL,34.0382,-118.4412
4065,200705863,2020-02-08,1510,7,Wilshire,330,BURGLARY FROM VEHICLE,36,M,8400    BEVERLY                      BL,34.0761,-118.3731
4066,200316396,2020-08-24,1045,3,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,41,F,3900    GIBRALTAR                    AV,34.0161,-118.3546
4067,201411289,2020-05-10,1,14,Pacific,310,BURGLARY,46,M,1000    ELKGROVE                     AV,34.0,-118.4598
4068,202110343,2020-06-04,1900,21,Topanga,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),44,F,CALABASH,34.16,-118.6262
4069,201013323,2020-09-22,1,10,West Valley,330,BURGLARY FROM VEHICLE,72,M,18500    LEMAY                        ST,34.191,-118.5386
4070,211008707,2020-01-01,1657,10,West Valley,354,THEFT OF IDENTITY,55,F,5300    VELOZ                        AV,34.1668,-118.5402
4071,200817174,2020-12-03,1400,8,West LA,440,THEFT PLAIN - PETTY ($950 & UNDER),35,F,300 N  SKYEWIAY                     RD,34.0635,-118.4819
4072,200611992,2020-06-28,2300,6,Hollywood,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),47,M,1700 N  HARVARD                      BL,34.1018,-118.305
4073,200613787,2020-08-10,1535,6,Hollywood,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,5400    HOLLYWOOD                    BL,34.1036,-118.3049
4074,202107302,2020-03-12,1600,21,Topanga,510,VEHICLE - STOLEN,0,nan,8200    REMMET                       AV,34.2184,-118.6003
4075,201713085,2020-09-10,1140,17,Devonshire,310,BURGLARY,73,F,11000    BAIRD                        AV,34.2696,-118.5372
4076,201213326,2020-05-22,345,12,77th Street,350,"THEFT, PERSON",51,M,1500 W  57TH                         ST,33.9906,-118.3023
4077,211704367,2020-12-12,800,17,Devonshire,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,12200    WOODLEY                      AV,34.2911,-118.4891
4078,201710942,2020-07-09,900,17,Devonshire,330,BURGLARY FROM VEHICLE,59,M,11800    BALBOA                       BL,34.2841,-118.5021
4079,201810284,2020-04-27,2300,18,Southeast,510,VEHICLE - STOLEN,0,nan,92ND,33.9529,-118.2739
4080,200218790,2020-12-19,730,2,Rampart,624,BATTERY - SIMPLE ASSAULT,40,F,1000 W  18TH                         ST,34.0387,-118.2786
4081,200216975,2020-11-01,1740,2,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,2400 W  TEMPLE                       ST,34.0715,-118.2719
4082,201808755,2020-03-26,1430,18,Southeast,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,43,X,8600    ORCHARD                      AV,33.9601,-118.2881
4083,210604868,2020-12-02,945,6,Hollywood,330,BURGLARY FROM VEHICLE,29,M,1100 N  SYCAMORE                     AV,34.0907,-118.3428
4084,200317798,2020-09-23,2050,3,Southwest,624,BATTERY - SIMPLE ASSAULT,25,F,3500 S  LA CIENEGA                   BL,34.0237,-118.3722
4085,201415143,2020-08-07,2130,14,Pacific,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,12300    CULVER                       BL,33.9916,-118.4162
4086,201221002,2020-09-20,315,12,77th Street,624,BATTERY - SIMPLE ASSAULT,34,F,6700    BONSALLO                     AV,33.9789,-118.286
4087,201004293,2020-01-08,1840,10,West Valley,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,M,16400    VENTURA                      BL,34.1573,-118.4901
4088,200118738,2020-09-30,1900,1,Central,330,BURGLARY FROM VEHICLE,24,F,600 S  LOS ANGELES                  ST,34.0446,-118.2507
4089,200209549,2020-04-28,1720,2,Rampart,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,2000 W  PICO                         BL,34.0491,-118.2823
4090,200307674,2020-02-29,1130,3,Southwest,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,3300 S  HOOVER                       ST,34.0268,-118.2896
4091,202110215,2020-06-05,1700,21,Topanga,626,INTIMATE PARTNER - SIMPLE ASSAULT,31,F,20300    COHASSET                     ST,34.2071,-118.5754
4092,201513160,2020-07-23,5,15,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,6000    KLUMP                        AV,34.1794,-118.3758
4093,201711883,2020-08-05,120,17,Devonshire,440,THEFT PLAIN - PETTY ($950 & UNDER),42,M,10200    BROOKE                       AV,34.2559,-118.607
4094,200120570,2020-11-04,1330,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",36,F,S  14TH                         ST,34.035,-118.2615
4095,200120058,2020-10-25,2200,1,Central,330,BURGLARY FROM VEHICLE,27,F,HOPE                         ST,34.0437,-118.2617
4096,201312787,2020-06-24,850,13,Newton,510,VEHICLE - STOLEN,0,nan,2200 E  15TH                         ST,34.0219,-118.2325
4097,200711397,2020-07-06,2200,7,Wilshire,330,BURGLARY FROM VEHICLE,35,M,200 S  ARDEN                        BL,34.069,-118.326
4098,201908896,2020-04-14,2200,19,Mission,330,BURGLARY FROM VEHICLE,64,M,WAKEFIELD                    AV,34.2216,-118.4434
4099,202013879,2020-08-26,1130,20,Olympic,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,55,F,1200    ARLINGTON                    AV,34.0485,-118.317
4100,202116131,2020-11-19,1140,21,Topanga,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,28,F,VICTORY                      BL,34.1865,-118.6234
4101,200515482,2020-08-15,1200,5,Harbor,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",49,F,20800    DENKER                       AV,33.8399,-118.3039
4102,201408674,2020-02-25,1615,14,Pacific,354,THEFT OF IDENTITY,73,F,7700    EMERSON                      AV,33.9671,-118.4095
4103,200508364,2020-04-17,1200,5,Harbor,624,BATTERY - SIMPLE ASSAULT,30,F,22500    HALLDALE                     AV,33.8223,-118.3015
4104,211704812,2020-12-28,500,17,Devonshire,330,BURGLARY FROM VEHICLE,49,M,8300    MCCUE                        CT,34.221,-118.5859
4105,200409682,2020-06-10,1900,4,Hollenbeck,210,ROBBERY,24,F,200 N  AVENUE 25,34.078,-118.2181
4106,200617978,2020-11-11,2200,6,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,6200 W  HOLLYWOOD                    BL,34.1016,-118.3252
4107,201216023,2020-07-05,1900,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40,M,5500 S  WESTERN                      AV,33.9915,-118.3089
4108,201012649,2020-09-01,245,10,West Valley,946,OTHER MISCELLANEOUS CRIME,0,M,19500    SHERMAN                      WY,34.2012,-118.5469
4109,201710691,2020-07-02,37,17,Devonshire,510,VEHICLE - STOLEN,0,nan,8400    AURA                         AV,34.2226,-118.5547
4110,201905930,2020-02-09,2100,19,Mission,662,"BUNCO, GRAND THEFT",46,F,14500    NORDHOFF                     ST,34.2354,-118.4481
4111,200415988,2020-12-16,325,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,WASHINGTON                   BL,34.0173,-118.2211
4112,201410038,2020-04-22,1700,14,Pacific,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),77,F,WELLESLEY,34.0262,-118.4501
4113,201007089,2020-03-10,1430,10,West Valley,440,THEFT PLAIN - PETTY ($950 & UNDER),0,M,7600    GLORIA                       AV,34.2085,-118.4793
4114,200512616,2020-08-03,2020,5,Harbor,625,OTHER ASSAULT,43,M,900 W  190TH                        ST,33.8587,-118.291
4115,200116064,2020-08-08,1400,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,33,F,500 S  SAN PEDRO                    ST,34.0438,-118.2441
4116,200215497,2020-09-26,1,2,Rampart,350,"THEFT, PERSON",33,M,1800 W  OLYMPIC                      BL,34.0502,-118.2765
4117,201105646,2020-02-07,520,11,Northeast,510,VEHICLE - STOLEN,0,nan,1500 N  VERMONT                      AV,34.0982,-118.2918
4118,201809223,2020-04-03,1730,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,10400 S  FIGUEROA                     ST,33.9367,-118.2871
4119,201009440,2020-05-27,1040,10,West Valley,761,BRANDISH WEAPON,66,M,SATICOY                      ST,34.2084,-118.5535
4120,201917292,2020-09-08,1200,19,Mission,354,THEFT OF IDENTITY,38,F,13100    RANGOON                      ST,34.2336,-118.4189
4121,200512914,2020-08-12,1523,5,Harbor,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,1600 W  PACIFIC COAST                HY,33.7866,-118.3044
4122,200106111,2020-01-30,2100,1,Central,330,BURGLARY FROM VEHICLE,37,M,W  12TH                         ST,34.0408,-118.2644
4123,200814896,2020-09-17,1025,8,West LA,354,THEFT OF IDENTITY,44,F,1000 S  WOOSTER                      ST,34.0571,-118.3825
4124,200510123,2020-05-30,2100,5,Harbor,510,VEHICLE - STOLEN,0,nan,1300    PARK WESTERN                 DR,33.754,-118.3048
4125,200506944,2020-03-07,1300,5,Harbor,310,BURGLARY,0,X,800 E  E                            ST,33.7761,-118.2529
4126,200912090,2020-07-08,520,9,Van Nuys,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,5400    COLUMBUS                     AV,34.1685,-118.464
4127,200813734,2020-09-05,615,8,West LA,626,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,2300    WESTWOOD                     BL,34.0423,-118.4304
4128,201221724,2020-09-30,2200,12,77th Street,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,15,F,82ND,33.9643,-118.2827
4129,200404614,2020-01-14,1345,4,Hollenbeck,624,BATTERY - SIMPLE ASSAULT,56,M,1600    EASTLAKE                     AV,34.0635,-118.2058
4130,201605577,2020-02-06,500,16,Foothill,330,BURGLARY FROM VEHICLE,52,M,DELIA,34.2107,-118.3507
4131,202010192,2020-05-24,2330,20,Olympic,820,ORAL COPULATION,26,M,4600    MELROSE                      AV,34.0836,-118.3011
4132,200317991,2020-09-28,1045,3,Southwest,480,BIKE - STOLEN,27,M,2700    ELLENDALE                    PL,34.0307,-118.2923
4133,201109908,2020-05-29,1400,11,Northeast,330,BURGLARY FROM VEHICLE,56,F,SILVER LAKE                  BL,34.1008,-118.2592
4134,200312457,2020-06-09,900,3,Southwest,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40,F,2500 S  HARCOURT                     AV,34.0334,-118.3458
4135,200512726,2020-08-05,1200,5,Harbor,510,VEHICLE - STOLEN,0,nan,1000    BLINN                        AV,33.7875,-118.2479
4136,201513598,2020-07-29,2230,15,N Hollywood,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,5000    VINELAND                     AV,34.1613,-118.3703
4137,200611421,2020-06-01,1915,6,Hollywood,946,OTHER MISCELLANEOUS CRIME,0,X,6200 W  HOLLYWOOD                    BL,34.103,-118.3225
4138,200107130,2020-02-14,1600,1,Central,510,VEHICLE - STOLEN,0,nan,400 S  HEWITT                       ST,34.0436,-118.2354
4139,201907764,2020-03-12,1800,19,Mission,510,VEHICLE - STOLEN,0,nan,13000    CHIPPEWA                     ST,34.2987,-118.4163
4140,200108452,2020-02-12,1027,1,Central,354,THEFT OF IDENTITY,52,M,500 E  7TH                          ST,34.0421,-118.2469
4141,200714914,2020-10-14,830,7,Wilshire,888,TRESPASSING,55,M,6600    LINDENHURST                  AV,34.0668,-118.371
4142,200909602,2020-05-11,2200,9,Van Nuys,510,VEHICLE - STOLEN,0,nan,15400    SHERMAN                      WY,34.2012,-118.4684
4143,201310607,2020-05-09,1400,13,Newton,510,VEHICLE - STOLEN,0,nan,1600 E  32ND                         ST,34.0121,-118.2458
4144,201005409,2020-02-02,900,10,West Valley,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,M,16900    VENTURA                      BL,34.166,-118.5095
4145,201307082,2020-02-24,2030,13,Newton,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,4100 S  BROADWAY,34.0092,-118.2784
4146,201224104,2020-11-07,1945,12,77th Street,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",10,F,CRENSHAW                     BL,33.9806,-118.3309
4147,200312366,2020-06-06,250,3,Southwest,310,BURGLARY,19,X,2800 S  VERMONT                      AV,34.0296,-118.2915
4148,200514941,2020-04-01,2019,5,Harbor,813,CHILD ANNOYING (17YRS & UNDER),13,F,1600    ANAHEIM                      ST,33.7854,-118.3042
4149,201223121,2020-10-22,1835,12,77th Street,946,OTHER MISCELLANEOUS CRIME,0,X,2400 W  74TH                         ST,33.9728,-118.3221
4150,200504703,2020-01-16,1200,5,Harbor,510,VEHICLE - STOLEN,0,nan,1100    BROAD                        AV,33.7849,-118.2612
4151,200411814,2020-08-16,1100,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,2500    FOLSOM                       ST,34.0472,-118.2034
4152,210605173,2020-12-25,800,6,Hollywood,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",40,M,6600    WHITLEY                      TR,34.1074,-118.3334
4153,200208149,2020-03-24,1126,2,Rampart,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,29,F,1900    WILSHIRE                     BL,34.0569,-118.2736
4154,200711150,2020-06-21,1800,7,Wilshire,940,EXTORTION,18,M,100 N  LAUREL                       AV,34.0743,-118.3648
4155,201604467,2020-01-12,1900,16,Foothill,330,BURGLARY FROM VEHICLE,29,F,RADFORD                      AV,34.2085,-118.3921
4156,201813595,2020-07-06,1915,18,Southeast,210,ROBBERY,69,F,FIGUEROA                     ST,33.9298,-118.2826
4157,200414485,2020-10-29,1200,4,Hollenbeck,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),26,M,BLANCHARD                    ST,34.0477,-118.1963
4158,200615566,2020-09-19,240,6,Hollywood,510,VEHICLE - STOLEN,0,X,CAHUENGA,34.098,-118.3295
4159,201210269,2020-04-02,2340,12,77th Street,210,ROBBERY,0,X,800 W  56TH                         ST,33.9915,-118.2871
4160,200206848,2020-02-25,2300,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",19,M,700    IMOGEN                       AV,34.0822,-118.2832
4161,201217735,2020-08-03,1910,12,77th Street,210,ROBBERY,46,M,79TH                         ST,33.9678,-118.2871
4162,200508158,2020-04-01,1500,5,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,19100    HARBORGATE                   WY,33.8571,-118.3035
4163,202110822,2020-06-23,1250,21,Topanga,624,BATTERY - SIMPLE ASSAULT,52,F,4800    EL CANON                     AV,34.1532,-118.6343
4164,201412772,2020-06-23,1600,14,Pacific,510,VEHICLE - STOLEN,0,nan,1100    PALMS                        BL,34.0035,-118.4598
4165,200207752,2020-03-14,2040,2,Rampart,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,F,4200    MELROSE                      AV,34.0873,-118.296
4166,200505526,2020-02-05,2200,5,Harbor,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0,F,900    BAYVIEW                      LN,33.7916,-118.2915
4167,200514102,2020-09-14,145,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),34,M,OPP,33.7834,-118.2516
4168,200616256,2020-10-03,1045,6,Hollywood,761,BRANDISH WEAPON,48,M,700 N  OXFORD                       AV,34.0835,-118.3077
4169,200405322,2020-02-03,1830,4,Hollenbeck,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,M,2300    BULLARD                      AV,34.0728,-118.1673
4170,200510675,2020-06-13,340,5,Harbor,330,BURGLARY FROM VEHICLE,44,F,1300 W  M                            ST,33.7886,-118.2793
4171,201715741,2020-11-25,1010,17,Devonshire,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,M,RESEDA                       BL,34.2354,-118.5361
4172,201819770,2020-10-30,1330,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,FIGUEROA,33.9019,-118.2828
4173,200211284,2020-06-09,1700,2,Rampart,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",30,F,200    LUCAS                        AV,34.0609,-118.26
4174,201221439,2020-09-26,1020,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),56,M,1200 W  80TH                         ST,33.9665,-118.2993
4175,202015584,2020-10-07,1040,20,Olympic,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,3400    WILSHIRE                     BL,34.0618,-118.2975
4176,201712820,2020-08-08,900,17,Devonshire,330,BURGLARY FROM VEHICLE,83,F,20300    ACRE                         ST,34.2299,-118.5785
4177,200113126,2020-06-09,805,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0,M,200 S  SPRING                       ST,34.0517,-118.2474
4178,200706844,2020-02-29,2230,7,Wilshire,510,VEHICLE - STOLEN,0,nan,1400    HAYWORTH                     AV,34.0517,-118.3675
4179,201111308,2020-07-10,1700,11,Northeast,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,31,F,1300    SAN FERNANDO                 RD,34.0956,-118.2316
4180,201225066,2020-11-22,35,12,77th Street,220,ATTEMPTED ROBBERY,54,M,HOOVER                       ST,33.9825,-118.2871
4181,201310671,2020-05-10,2130,13,Newton,624,BATTERY - SIMPLE ASSAULT,55,M,BROADWAY,34.0035,-118.2691
4182,200316693,2020-09-02,1100,3,Southwest,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,M,2800 S  FIGUEROA                     ST,34.0263,-118.2772
4183,200709521,2020-05-20,1630,7,Wilshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,300 N  MANSFIELD                    AV,34.0762,-118.3408
4184,200104670,2020-01-09,2100,1,Central,330,BURGLARY FROM VEHICLE,30,F,6TH,34.0446,-118.249
4185,210110076,2020-07-01,1200,1,Central,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),14,M,200 E  6TH                          ST,34.0448,-118.2474
4186,201412139,2020-06-08,1800,14,Pacific,624,BATTERY - SIMPLE ASSAULT,27,M,6500 W  80TH                         ST,33.975,-118.4002
4187,200309353,2020-04-01,1930,3,Southwest,510,VEHICLE - STOLEN,0,nan,4100 S  VERMONT                      AV,34.0091,-118.2915
4188,200109836,2020-03-29,1840,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,1100 E  6TH                          ST,34.0386,-118.2392
4189,200507056,2020-03-11,2105,5,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,M,400 W  8TH                          ST,33.737,-118.2857
4190,200308014,2020-02-01,10,3,Southwest,354,THEFT OF IDENTITY,42,M,1200 W  37TH                         ST,34.021,-118.2944
4191,200908424,2020-04-13,1730,9,Van Nuys,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,M,SEPULVEDA,34.1766,-118.4589
4192,201507121,2020-03-02,200,15,N Hollywood,330,BURGLARY FROM VEHICLE,44,M,7000    LAUREL CANYON                BL,34.2003,-118.4002
4193,200506170,2020-02-20,2000,5,Harbor,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,33,F,600 W  12TH                         ST,33.7334,-118.2902
4194,200810082,2020-05-30,2322,8,West LA,310,BURGLARY,0,X,9500 W  PICO                         BL,34.0553,-118.396
4195,200808327,2020-04-14,2000,8,West LA,624,BATTERY - SIMPLE ASSAULT,33,M,1700 S  BARRINGTON                   AV,34.0414,-118.454
4196,200307912,2020-03-04,1949,3,Southwest,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,X,3500 S  LA CIENEGA                   BL,34.0242,-118.3722
4197,201913959,2020-08-30,2120,19,Mission,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",42,M,SHARP                        AV,34.2399,-118.418
4198,201906452,2020-02-19,2200,19,Mission,510,VEHICLE - STOLEN,0,nan,10000    WISNER                       AV,34.2523,-118.462
4199,200108925,2020-03-10,1450,1,Central,624,BATTERY - SIMPLE ASSAULT,37,F,7TH,34.0439,-118.2514
4200,201320880,2020-12-05,2345,13,Newton,753,DISCHARGE FIREARMS/SHOTS FIRED,0,M,100 E  47TH                         PL,34.0001,-118.274
4201,200114901,2020-07-15,2130,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),30,M,300 E  2ND                          ST,34.0498,-118.24
4202,201810715,2020-05-07,520,18,Southeast,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,M,2200 E  103RD                        ST,33.9456,-118.2323
4203,201007704,2020-04-01,1230,10,West Valley,354,THEFT OF IDENTITY,64,M,17100    LORNE                        ST,34.2172,-118.5055
4204,201406368,2020-02-05,1813,14,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),26,M,300    WORLD                        WY,33.944,-118.4073
4205,201204255,2020-01-04,1550,12,77th Street,251,SHOTS FIRED AT INHABITED DWELLING,54,F,1000 W  49TH                         ST,33.9987,-118.2915
4206,200317672,2020-09-21,620,3,Southwest,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,3900 S  BUDLONG                      AV,34.0142,-118.2959
4207,201410931,2020-05-10,1200,14,Pacific,510,VEHICLE - STOLEN,0,nan,3700    JASMINE                      AV,34.0239,-118.4035
